PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Cabin_Known,Title
243,0,2,"Coleridge, Mr. Reginald Charles",Male,29.0,0,0,W./C. 14263,10.5,Unknown,S,0,Mr
244,0,3,"Maenpaa, Mr. Matti Alexanteri",Male,22.0,0,0,STON/O 2. 3101275,7.12,Unknown,S,0,Mr
245,0,3,"Attalah, Mr. Sleiman",Male,30.0,0,0,2694,7.22,Unknown,C,0,Mr
246,0,1,"Minahan, Dr. William Edward",Male,44.0,2,0,19928,65.63,C78,Q,1,Rare
247,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",Female,25.0,0,0,347071,7.78,Unknown,S,0,Miss
248,1,2,"Hamalainen, Mrs. William (Anna)",Female,24.0,0,2,250649,14.5,Unknown,S,0,Mrs
249,1,1,"Beckwith, Mr. Richard Leonard",Male,37.0,1,1,11751,52.55,D35,S,1,Mr
250,0,2,"Carter, Rev. Ernest Courtenay",Male,54.0,1,0,244252,26.0,Unknown,S,0,Rare
251,0,3,"Reed, Mr. James George",Male,25.0,0,0,362316,7.25,Unknown,S,0,Mr
252,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",Female,29.0,1,1,347054,10.46,G6,S,1,Mrs
253,0,1,"Stead, Mr. William Thomas",Male,62.0,0,0,113514,26.55,C87,S,1,Mr
254,0,3,"Lobb, Mr. William Arthur",Male,30.0,1,0,A/5. 3336,16.1,Unknown,S,0,Mr
255,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",Female,41.0,0,2,370129,20.21,Unknown,S,0,Mrs
256,1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",Female,29.0,0,2,2650,15.25,Unknown,C,0,Mrs
257,1,1,"Thorne, Mrs. Gertrude Maybelle",Female,35.0,0,0,PC 17585,65.63,Unknown,C,0,Mrs
258,1,1,"Cherry, Miss. Gladys",Female,30.0,0,0,110152,65.63,B77,S,1,Miss
259,1,1,"Ward, Miss. Anna",Female,35.0,0,0,PC 17755,65.63,Unknown,C,0,Miss
260,1,2,"Parrish, Mrs. (Lutie Davis)",Female,50.0,0,1,230433,26.0,Unknown,S,0,Mrs
261,0,3,"Smith, Mr. Thomas",Male,25.0,0,0,384461,7.75,Unknown,Q,0,Mr
262,1,3,"Asplund, Master. Edvin Rojj Felix",Male,3.0,4,2,347077,31.39,Unknown,S,0,Master
263,0,1,"Taussig, Mr. Emil",Male,52.0,1,1,110413,65.63,E67,S,1,Mr
264,0,1,"Harrison, Mr. William",Male,40.0,0,0,112059,0.0,B94,S,1,Mr
265,0,3,"Henry, Miss. Delia",Female,21.5,0,0,382649,7.75,Unknown,Q,0,Miss
266,0,2,"Reeves, Mr. David",Male,36.0,0,0,C.A. 17248,10.5,Unknown,S,0,Mr
267,0,3,"Panula, Mr. Ernesti Arvid",Male,16.0,4,1,3101295,39.69,Unknown,S,0,Mr
268,1,3,"Persson, Mr. Ernst Ulrik",Male,25.0,1,0,347083,7.78,Unknown,S,0,Mr
269,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",Female,58.0,0,1,PC 17582,65.63,C125,S,1,Mrs
270,1,1,"Bissette, Miss. Amelia",Female,35.0,0,0,PC 17760,65.63,C99,S,1,Miss
271,0,1,"Cairns, Mr. Alexander",Male,40.0,0,0,113798,31.0,Unknown,S,0,Mr
272,1,3,"Tornquist, Mr. William Henry",Male,25.0,0,0,LINE,0.0,Unknown,S,0,Mr
273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",Female,41.0,0,1,250644,19.5,Unknown,S,0,Mrs
274,0,1,"Natsch, Mr. Charles H",Male,37.0,0,1,PC 17596,29.7,C118,C,1,Mr
275,1,3,"Healy, Miss. Hanora ""Nora""",Female,21.5,0,0,370375,7.75,Unknown,Q,0,Miss
276,1,1,"Andrews, Miss. Kornelia Theodosia",Female,63.0,1,0,13502,65.63,D7,S,1,Miss
277,0,3,"Lindblom, Miss. Augusta Charlotta",Female,45.0,0,0,347073,7.75,Unknown,S,0,Miss
278,0,2,"Parkes, Mr. Francis ""Frank""",Male,30.0,0,0,239853,0.0,Unknown,S,0,Mr
279,0,3,"Rice, Master. Eric",Male,7.0,4,1,382652,29.12,Unknown,Q,0,Master
280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",Female,35.0,1,1,C.A. 2673,20.25,Unknown,S,0,Mrs
281,0,3,"Duane, Mr. Frank",Male,65.0,0,0,336439,7.75,Unknown,Q,0,Mr
282,0,3,"Olsson, Mr. Nils Johan Goransson",Male,28.0,0,0,347464,7.85,Unknown,S,0,Mr
283,0,3,"de Pelsmaeker, Mr. Alfons",Male,16.0,0,0,345778,9.5,Unknown,S,0,Mr
284,1,3,"Dorking, Mr. Edward Arthur",Male,19.0,0,0,A/5. 10482,8.05,Unknown,S,0,Mr
285,0,1,"Smith, Mr. Richard William",Male,40.0,0,0,113056,26.0,A19,S,1,Mr
286,0,3,"Stankovic, Mr. Ivan",Male,33.0,0,0,349239,8.66,Unknown,C,0,Mr
287,1,3,"de Mulder, Mr. Theodore",Male,30.0,0,0,345774,9.5,Unknown,S,0,Mr
288,0,3,"Naidenoff, Mr. Penko",Male,22.0,0,0,349206,7.9,Unknown,S,0,Mr
289,1,2,"Hosono, Mr. Masabumi",Male,42.0,0,0,237798,13.0,Unknown,S,0,Mr
290,1,3,"Connolly, Miss. Kate",Female,22.0,0,0,370373,7.75,Unknown,Q,0,Miss
291,1,1,"Barber, Miss. Ellen ""Nellie""",Female,26.0,0,0,19877,65.63,Unknown,S,0,Miss
292,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",Female,19.0,1,0,11967,65.63,B49,C,1,Mrs
293,0,2,"Levy, Mr. Rene Jacques",Male,36.0,0,0,SC/Paris 2163,12.88,D,C,1,Mr
294,0,3,"Haas, Miss. Aloisia",Female,24.0,0,0,349236,8.85,Unknown,S,0,Miss
295,0,3,"Mineff, Mr. Ivan",Male,24.0,0,0,349233,7.9,Unknown,S,0,Mr
296,0,1,"Lewy, Mr. Ervin G",Male,40.0,0,0,PC 17612,27.72,Unknown,C,0,Mr
297,0,3,"Hanna, Mr. Mansour",Male,23.5,0,0,2693,7.23,Unknown,C,0,Mr
298,0,1,"Allison, Miss. Helen Loraine",Female,2.0,1,2,113781,65.63,C22 C26,S,1,Miss
299,1,1,"Saalfeld, Mr. Adolphe",Male,40.0,0,0,19988,30.5,C106,S,1,Mr
300,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",Female,50.0,0,1,PC 17558,65.63,B58 B60,C,1,Mrs
301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",Female,21.5,0,0,9234,7.75,Unknown,Q,0,Miss
302,1,3,"McCoy, Mr. Bernard",Male,25.0,2,0,367226,23.25,Unknown,Q,0,Mr
303,0,3,"Johnson, Mr. William Cahoone Jr",Male,19.0,0,0,LINE,0.0,Unknown,S,0,Mr
304,1,2,"Keane, Miss. Nora A",Female,28.0,0,0,226593,12.35,E101,Q,1,Miss
305,0,3,"Williams, Mr. Howard Hugh ""Harry""",Male,25.0,0,0,A/5 2466,8.05,Unknown,S,0,Mr
306,1,1,"Allison, Master. Hudson Trevor",Male,0.9,1,2,113781,65.63,C22 C26,S,1,Master
307,1,1,"Fleming, Miss. Margaret",Female,35.0,0,0,17421,65.63,Unknown,C,0,Miss
308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",Female,17.0,1,0,PC 17758,65.63,C65,C,1,Mrs
309,0,2,"Abelson, Mr. Samuel",Male,30.0,1,0,P/PP 3381,24.0,Unknown,C,0,Mr
310,1,1,"Francatelli, Miss. Laura Mabel",Female,30.0,0,0,PC 17485,56.93,E36,C,1,Miss
311,1,1,"Hays, Miss. Margaret Bechstein",Female,24.0,0,0,11767,65.63,C54,C,1,Miss
312,1,1,"Ryerson, Miss. Emily Borie",Female,18.0,2,2,PC 17608,65.63,B57 B59 B63 B66,C,1,Miss
313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",Female,26.0,1,1,250651,26.0,Unknown,S,0,Mrs
314,0,3,"Hendekovic, Mr. Ignjac",Male,28.0,0,0,349243,7.9,Unknown,S,0,Mr
315,0,2,"Hart, Mr. Benjamin",Male,43.0,1,1,F.C.C. 13529,26.25,Unknown,S,0,Mr
316,1,3,"Nilsson, Miss. Helmina Josefina",Female,26.0,0,0,347470,7.85,Unknown,S,0,Miss
317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",Female,24.0,1,0,244367,26.0,Unknown,S,0,Mrs
318,0,2,"Moraweck, Dr. Ernest",Male,54.0,0,0,29011,14.0,Unknown,S,0,Rare
319,1,1,"Wick, Miss. Mary Natalie",Female,31.0,0,2,36928,65.63,C7,S,1,Miss
320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",Female,40.0,1,1,16966,65.63,E34,C,1,Mrs
321,0,3,"Dennis, Mr. Samuel",Male,22.0,0,0,A/5 21172,7.25,Unknown,S,0,Mr
322,0,3,"Danoff, Mr. Yoto",Male,27.0,0,0,349219,7.9,Unknown,S,0,Mr
323,1,2,"Slayter, Miss. Hilda Mary",Female,30.0,0,0,234818,12.35,Unknown,Q,0,Miss
324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",Female,22.0,1,1,248738,29.0,Unknown,S,0,Mrs
325,0,3,"Sage, Mr. George John Jr",Male,25.0,8,2,CA. 2343,65.63,Unknown,S,0,Mr
326,1,1,"Young, Miss. Marie Grice",Female,36.0,0,0,PC 17760,65.63,C32,C,1,Miss
327,0,3,"Nysveen, Mr. Johan Hansen",Male,61.0,0,0,345364,6.24,Unknown,S,0,Mr
328,1,2,"Ball, Mrs. (Ada E Hall)",Female,36.0,0,0,28551,13.0,D,S,1,Mrs
329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",Female,31.0,1,1,363291,20.52,Unknown,S,0,Mrs
330,1,1,"Hippach, Miss. Jean Gertrude",Female,16.0,0,1,111361,57.98,B18,C,1,Miss
331,1,3,"McCoy, Miss. Agnes",Female,21.5,2,0,367226,23.25,Unknown,Q,0,Miss
332,0,1,"Partner, Mr. Austen",Male,45.5,0,0,113043,28.5,C124,S,1,Mr
333,0,1,"Graham, Mr. George Edward",Male,38.0,0,1,PC 17582,65.63,C91,S,1,Mr
334,0,3,"Vander Planke, Mr. Leo Edmondus",Male,16.0,2,0,345764,18.0,Unknown,S,0,Mr
335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",Female,35.0,1,0,PC 17611,65.63,Unknown,S,0,Mrs
336,0,3,"Denkoff, Mr. Mitto",Male,25.0,0,0,349225,7.9,Unknown,S,0,Mr
337,0,1,"Pears, Mr. Thomas Clinton",Male,29.0,1,0,113776,65.63,C2,S,1,Mr
338,1,1,"Burns, Miss. Elizabeth Margaret",Female,41.0,0,0,16966,65.63,E40,C,1,Miss
339,1,3,"Dahl, Mr. Karl Edwart",Male,45.0,0,0,7598,8.05,Unknown,S,0,Mr
340,0,1,"Blackwell, Mr. Stephen Weart",Male,45.0,0,0,113784,35.5,T,S,1,Mr
341,1,2,"Navratil, Master. Edmond Roger",Male,2.0,1,1,230080,26.0,F2,S,1,Master
342,1,1,"Fortune, Miss. Alice Elizabeth",Female,24.0,3,2,19950,65.63,C23 C25 C27,S,1,Miss
343,0,2,"Collander, Mr. Erik Gustaf",Male,28.0,0,0,248740,13.0,Unknown,S,0,Mr
344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",Male,25.0,0,0,244361,13.0,Unknown,S,0,Mr
345,0,2,"Fox, Mr. Stanley Hubert",Male,36.0,0,0,229236,13.0,Unknown,S,0,Mr
346,1,2,"Brown, Miss. Amelia ""Mildred""",Female,24.0,0,0,248733,13.0,F33,S,1,Miss
347,1,2,"Smith, Miss. Marion Elsie",Female,40.0,0,0,31418,13.0,Unknown,S,0,Miss
348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",Female,21.5,1,0,386525,16.1,Unknown,S,0,Mrs
349,1,3,"Coutts, Master. William Loch ""William""",Male,3.0,1,1,C.A. 37671,15.9,Unknown,S,0,Master
350,0,3,"Dimic, Mr. Jovan",Male,42.0,0,0,315088,8.66,Unknown,S,0,Mr
351,0,3,"Odahl, Mr. Nils Martin",Male,23.0,0,0,7267,9.22,Unknown,S,0,Mr
352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",Male,40.0,0,0,113510,35.0,C128,S,1,Mr
353,0,3,"Elias, Mr. Tannous",Male,15.0,1,1,2695,7.23,Unknown,C,0,Mr
354,0,3,"Arnold-Franchi, Mr. Josef",Male,25.0,1,0,349237,17.8,Unknown,S,0,Mr
355,0,3,"Yousif, Mr. Wazli",Male,25.0,0,0,2647,7.22,Unknown,C,0,Mr
356,0,3,"Vanden Steen, Mr. Leo Peter",Male,28.0,0,0,345783,9.5,Unknown,S,0,Mr
357,1,1,"Bowerman, Miss. Elsie Edith",Female,22.0,0,1,113505,55.0,E33,S,1,Miss
358,0,2,"Funk, Miss. Annie Clemmer",Female,38.0,0,0,237671,13.0,Unknown,S,0,Miss
359,1,3,"McGovern, Miss. Mary",Female,21.5,0,0,330931,7.88,Unknown,Q,0,Miss
360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",Female,21.5,0,0,330980,7.88,Unknown,Q,0,Miss
361,0,3,"Skoog, Mr. Wilhelm",Male,40.0,1,4,347088,27.9,Unknown,S,0,Mr
362,0,2,"del Carlo, Mr. Sebastiano",Male,29.0,1,0,SC/PARIS 2167,27.72,Unknown,C,0,Mr
363,0,3,"Barbara, Mrs. (Catherine David)",Female,45.0,0,1,2691,14.45,Unknown,C,0,Mrs
364,0,3,"Asim, Mr. Adola",Male,35.0,0,0,SOTON/O.Q. 3101310,7.05,Unknown,S,0,Mr
365,0,3,"O'Brien, Mr. Thomas",Male,25.0,1,0,370365,15.5,Unknown,Q,0,Mr
366,0,3,"Adahl, Mr. Mauritz Nils Martin",Male,30.0,0,0,C 7076,7.25,Unknown,S,0,Mr
367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",Female,60.0,1,0,110813,65.63,D37,C,1,Mrs
368,1,3,"Moussa, Mrs. (Mantoura Boulos)",Female,21.5,0,0,2626,7.23,Unknown,C,0,Mrs
369,1,3,"Jermyn, Miss. Annie",Female,21.5,0,0,14313,7.75,Unknown,Q,0,Miss
370,1,1,"Aubart, Mme. Leontine Pauline",Female,24.0,0,0,PC 17477,65.63,B35,C,1,Mrs
371,1,1,"Harder, Mr. George Achilles",Male,25.0,1,0,11765,55.44,E50,C,1,Mr
372,0,3,"Wiklund, Mr. Jakob Alfred",Male,18.0,1,0,3101267,6.5,Unknown,S,0,Mr
373,0,3,"Beavan, Mr. William Thomas",Male,19.0,0,0,323951,8.05,Unknown,S,0,Mr
374,0,1,"Ringhini, Mr. Sante",Male,22.0,0,0,PC 17760,65.63,Unknown,C,0,Mr
375,0,3,"Palsson, Miss. Stina Viola",Female,3.0,3,1,349909,21.08,Unknown,S,0,Miss
376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",Female,35.0,1,0,PC 17604,65.63,Unknown,C,0,Mrs
377,1,3,"Landergren, Miss. Aurora Adelia",Female,22.0,0,0,C 7077,7.25,Unknown,S,0,Miss
378,0,1,"Widener, Mr. Harry Elkins",Male,27.0,0,2,113503,65.63,C82,C,1,Mr
379,0,3,"Betros, Mr. Tannous",Male,20.0,0,0,2648,4.01,Unknown,C,0,Mr
380,0,3,"Gustafsson, Mr. Karl Gideon",Male,19.0,0,0,347069,7.78,Unknown,S,0,Mr
381,1,1,"Bidois, Miss. Rosalie",Female,42.0,0,0,PC 17757,65.63,Unknown,C,0,Miss
382,1,3,"Nakid, Miss. Maria (""Mary"")",Female,1.0,0,2,2653,15.74,Unknown,C,0,Miss
383,0,3,"Tikkanen, Mr. Juho",Male,32.0,0,0,STON/O 2. 3101293,7.92,Unknown,S,0,Mr
384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",Female,35.0,1,0,113789,52.0,Unknown,S,0,Mrs
385,0,3,"Plotcharsky, Mr. Vasil",Male,25.0,0,0,349227,7.9,Unknown,S,0,Mr
386,0,2,"Davies, Mr. Charles Henry",Male,18.0,0,0,S.O.C. 14879,65.63,Unknown,S,0,Mr
387,0,3,"Goodwin, Master. Sidney Leonard",Male,1.0,5,2,CA 2144,46.9,Unknown,S,0,Master
388,1,2,"Buss, Miss. Kate",Female,36.0,0,0,27849,13.0,Unknown,S,0,Miss
389,0,3,"Sadlier, Mr. Matthew",Male,25.0,0,0,367655,7.73,Unknown,Q,0,Mr
390,1,2,"Lehmann, Miss. Bertha",Female,17.0,0,0,SC 1748,12.0,Unknown,C,0,Miss
391,1,1,"Carter, Mr. William Ernest",Male,36.0,1,2,113760,65.63,B96 B98,S,1,Mr
392,1,3,"Jansson, Mr. Carl Olof",Male,21.0,0,0,350034,7.8,Unknown,S,0,Mr
393,0,3,"Gustafsson, Mr. Johan Birger",Male,28.0,2,0,3101277,7.92,Unknown,S,0,Mr
394,1,1,"Newell, Miss. Marjorie",Female,23.0,1,0,35273,65.63,D36,C,1,Miss
395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",Female,24.0,0,2,PP 9549,16.7,G6,S,1,Mrs
396,0,3,"Johansson, Mr. Erik",Male,22.0,0,0,350052,7.8,Unknown,S,0,Mr
397,0,3,"Olsson, Miss. Elina",Female,31.0,0,0,350407,7.85,Unknown,S,0,Miss
398,0,2,"McKane, Mr. Peter David",Male,46.0,0,0,28403,26.0,Unknown,S,0,Mr
399,0,2,"Pain, Dr. Alfred",Male,23.0,0,0,244278,10.5,Unknown,S,0,Rare
400,1,2,"Trout, Mrs. William H (Jessie L)",Female,28.0,0,0,240929,12.65,Unknown,S,0,Mrs
401,1,3,"Niskanen, Mr. Juha",Male,39.0,0,0,STON/O 2. 3101289,7.92,Unknown,S,0,Mr
402,0,3,"Adams, Mr. John",Male,26.0,0,0,341826,8.05,Unknown,S,0,Mr
403,0,3,"Jussila, Miss. Mari Aina",Female,21.0,1,0,4137,9.82,Unknown,S,0,Miss
404,0,3,"Hakkarainen, Mr. Pekka Pietari",Male,28.0,1,0,STON/O2. 3101279,15.85,Unknown,S,0,Mr
405,0,3,"Oreskovic, Miss. Marija",Female,20.0,0,0,315096,8.66,Unknown,S,0,Miss
406,0,2,"Gale, Mr. Shadrach",Male,34.0,1,0,28664,21.0,Unknown,S,0,Mr
407,0,3,"Widegren, Mr. Carl/Charles Peter",Male,51.0,0,0,347064,7.75,Unknown,S,0,Mr
408,1,2,"Richards, Master. William Rowe",Male,3.0,1,1,29106,18.75,Unknown,S,0,Master
409,0,3,"Birkeland, Mr. Hans Martin Monsen",Male,21.0,0,0,312992,7.78,Unknown,S,0,Mr
410,0,3,"Lefebre, Miss. Ida",Female,21.5,3,1,4133,25.47,Unknown,S,0,Miss
411,0,3,"Sdycoff, Mr. Todor",Male,25.0,0,0,349222,7.9,Unknown,S,0,Mr
412,0,3,"Hart, Mr. Henry",Male,25.0,0,0,394140,6.86,Unknown,Q,0,Mr
413,1,1,"Minahan, Miss. Daisy E",Female,33.0,1,0,19928,65.63,C78,Q,1,Miss
414,0,2,"Cunningham, Mr. Alfred Fleming",Male,30.0,0,0,239853,0.0,Unknown,S,0,Mr
415,1,3,"Sundman, Mr. Johan Julian",Male,44.0,0,0,STON/O 2. 3101269,7.92,Unknown,S,0,Mr
416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",Female,21.5,0,0,343095,8.05,Unknown,S,0,Mrs
417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",Female,34.0,1,1,28220,32.5,Unknown,S,0,Mrs
418,1,2,"Silven, Miss. Lyyli Karoliina",Female,18.0,0,2,250652,13.0,Unknown,S,0,Miss
419,0,2,"Matthews, Mr. William John",Male,30.0,0,0,28228,13.0,Unknown,S,0,Mr
420,0,3,"Van Impe, Miss. Catharina",Female,10.0,0,2,345773,24.15,Unknown,S,0,Miss
421,0,3,"Gheorgheff, Mr. Stanio",Male,25.0,0,0,349254,7.9,Unknown,C,0,Mr
422,0,3,"Charters, Mr. David",Male,21.0,0,0,A/5. 13032,7.73,Unknown,Q,0,Mr
423,0,3,"Zimmerman, Mr. Leo",Male,29.0,0,0,315082,7.88,Unknown,S,0,Mr
424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",Female,28.0,1,1,347080,14.4,Unknown,S,0,Mrs
425,0,3,"Rosblom, Mr. Viktor Richard",Male,18.0,1,1,370129,20.21,Unknown,S,0,Mr
426,0,3,"Wiseman, Mr. Phillippe",Male,25.0,0,0,A/4. 34244,7.25,Unknown,S,0,Mr
427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",Female,28.0,1,0,2003,26.0,Unknown,S,0,Mrs
428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",Female,19.0,0,0,250655,26.0,Unknown,S,0,Miss
429,0,3,"Flynn, Mr. James",Male,25.0,0,0,364851,7.75,Unknown,Q,0,Mr
430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",Male,32.0,0,0,SOTON/O.Q. 392078,8.05,E10,S,1,Mr
431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",Male,28.0,0,0,110564,26.55,C52,S,1,Mr
432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",Female,21.5,1,0,376564,16.1,Unknown,S,0,Mrs
433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",Female,42.0,1,0,SC/AH 3085,26.0,Unknown,S,0,Mrs
434,0,3,"Kallio, Mr. Nikolai Erland",Male,17.0,0,0,STON/O 2. 3101274,7.12,Unknown,S,0,Mr
435,0,1,"Silvey, Mr. William Baird",Male,50.0,1,0,13507,55.9,E44,S,1,Mr
436,1,1,"Carter, Miss. Lucile Polk",Female,14.0,1,2,113760,65.63,B96 B98,S,1,Miss
437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",Female,21.0,2,2,W./C. 6608,34.38,Unknown,S,0,Miss
438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",Female,24.0,2,3,29106,18.75,Unknown,S,0,Mrs
439,0,1,"Fortune, Mr. Mark",Male,64.0,1,4,19950,65.63,C23 C25 C27,S,1,Mr
440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",Male,31.0,0,0,C.A. 18723,10.5,Unknown,S,0,Mr
441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",Female,45.0,1,1,F.C.C. 13529,26.25,Unknown,S,0,Mrs
442,0,3,"Hampe, Mr. Leon",Male,20.0,0,0,345769,9.5,Unknown,S,0,Mr
443,0,3,"Petterson, Mr. Johan Emil",Male,25.0,1,0,347076,7.78,Unknown,S,0,Mr
444,1,2,"Reynaldo, Ms. Encarnacion",Female,28.0,0,0,230434,13.0,Unknown,S,0,Miss
445,1,3,"Johannesen-Bratthammer, Mr. Bernt",Male,25.0,0,0,65306,8.11,Unknown,S,0,Mr
446,1,1,"Dodge, Master. Washington",Male,4.0,0,2,33638,65.63,A34,S,1,Master
447,1,2,"Mellinger, Miss. Madeleine Violet",Female,13.0,0,1,250644,19.5,Unknown,S,0,Miss
448,1,1,"Seward, Mr. Frederic Kimber",Male,34.0,0,0,113794,26.55,Unknown,S,0,Mr
449,1,3,"Baclini, Miss. Marie Catherine",Female,5.0,2,1,2666,19.26,Unknown,C,0,Miss
450,1,1,"Peuchen, Major. Arthur Godfrey",Male,52.0,0,0,113786,30.5,C104,S,1,Rare
451,0,2,"West, Mr. Edwy Arthur",Male,36.0,1,2,C.A. 34651,27.75,Unknown,S,0,Mr
452,0,3,"Hagland, Mr. Ingvald Olai Olsen",Male,25.0,1,0,65303,19.97,Unknown,S,0,Mr
453,0,1,"Foreman, Mr. Benjamin Laventall",Male,30.0,0,0,113051,27.75,C111,C,1,Mr
454,1,1,"Goldenberg, Mr. Samuel L",Male,49.0,1,0,17453,65.63,C92,C,1,Mr
455,0,3,"Peduzzi, Mr. Joseph",Male,25.0,0,0,A/5 2817,8.05,Unknown,S,0,Mr
456,1,3,"Jalsevac, Mr. Ivan",Male,29.0,0,0,349240,7.9,Unknown,C,0,Mr
457,0,1,"Millet, Mr. Francis Davis",Male,65.0,0,0,13509,26.55,E38,S,1,Mr
458,1,1,"Kenyon, Mrs. Frederick R (Marion)",Female,35.0,1,0,17464,51.86,D21,S,1,Mrs
459,1,2,"Toomey, Miss. Ellen",Female,50.0,0,0,F.C.C. 13531,10.5,Unknown,S,0,Miss
460,0,3,"O'Connor, Mr. Maurice",Male,25.0,0,0,371060,7.75,Unknown,Q,0,Mr
461,1,1,"Anderson, Mr. Harry",Male,48.0,0,0,19952,26.55,E12,S,1,Mr
462,0,3,"Morley, Mr. William",Male,34.0,0,0,364506,8.05,Unknown,S,0,Mr
463,0,1,"Gee, Mr. Arthur H",Male,47.0,0,0,111320,38.5,E63,S,1,Mr
464,0,2,"Milling, Mr. Jacob Christian",Male,48.0,0,0,234360,13.0,Unknown,S,0,Mr
465,0,3,"Maisner, Mr. Simon",Male,25.0,0,0,A/S 2816,8.05,Unknown,S,0,Mr
466,0,3,"Goncalves, Mr. Manuel Estanslas",Male,38.0,0,0,SOTON/O.Q. 3101306,7.05,Unknown,S,0,Mr
467,0,2,"Campbell, Mr. William",Male,30.0,0,0,239853,0.0,Unknown,S,0,Mr
468,0,1,"Smart, Mr. John Montgomery",Male,56.0,0,0,113792,26.55,Unknown,S,0,Mr
469,0,3,"Scanlan, Mr. James",Male,25.0,0,0,36209,7.72,Unknown,Q,0,Mr
470,1,3,"Baclini, Miss. Helene Barbara",Female,0.8,2,1,2666,19.26,Unknown,C,0,Miss
471,0,3,"Keefe, Mr. Arthur",Male,25.0,0,0,323592,7.25,Unknown,S,0,Mr
472,0,3,"Cacic, Mr. Luka",Male,38.0,0,0,315089,8.66,Unknown,S,0,Mr
473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",Female,33.0,1,2,C.A. 34651,27.75,Unknown,S,0,Mrs
474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",Female,23.0,0,0,SC/AH Basle 541,13.79,D,C,1,Mrs
475,0,3,"Strandberg, Miss. Ida Sofia",Female,22.0,0,0,7553,9.84,Unknown,S,0,Miss
476,0,1,"Clifford, Mr. George Quincy",Male,40.0,0,0,110465,52.0,A14,S,1,Mr
477,0,2,"Renouf, Mr. Peter Henry",Male,34.0,1,0,31027,21.0,Unknown,S,0,Mr
478,0,3,"Braund, Mr. Lewis Richard",Male,29.0,1,0,3460,7.05,Unknown,S,0,Mr
479,0,3,"Karlsson, Mr. Nils August",Male,22.0,0,0,350060,7.52,Unknown,S,0,Mr
480,1,3,"Hirvonen, Miss. Hildur E",Female,2.0,0,1,3101298,12.29,Unknown,S,0,Miss
481,0,3,"Goodwin, Master. Harold Victor",Male,9.0,5,2,CA 2144,46.9,Unknown,S,0,Master
482,0,2,"Frost, Mr. Anthony Wood ""Archie""",Male,30.0,0,0,239854,0.0,Unknown,S,0,Mr
483,0,3,"Rouse, Mr. Richard Henry",Male,50.0,0,0,A/5 3594,8.05,Unknown,S,0,Mr
484,1,3,"Turkula, Mrs. (Hedwig)",Female,63.0,0,0,4134,9.59,Unknown,S,0,Mrs
485,1,1,"Bishop, Mr. Dickinson H",Male,25.0,1,0,11967,65.63,B49,C,1,Mr
486,0,3,"Lefebre, Miss. Jeannie",Female,21.5,3,1,4133,25.47,Unknown,S,0,Miss
