order_id,order_date,customer_id,customer_name,age,gender,region,city,product_category,product_name,quantity,unit_price,discount_pct,sales_amount,profit,shipping_cost,payment_method,customer_satisfaction,return_flag,order_status,days_to_ship,year,month,year_month,quarter,day_of_week,age_group,profit_margin_pct
ORD-00419,2020-07-05,CUST41041,Pooja Chatterjee,22,Male,West,Surat,Books,Textbook,2,1319.78,0.11,2349.21,758.61,53.87,Cash on Delivery,5.0,False,Delivered,5,2020,7,2020-07,2020Q3,Sunday,18-25,32.29
ORD-01329,2021-08-20,CUST48811,Ananya Kapoor,27,Male,North,Amritsar,Groceries,Flour,1,108.73,0.39,66.33,7.58,51.82,Cash on Delivery,4.0,False,Shipped,7,2021,8,2021-08,2021Q3,Friday,26-35,11.43
ORD-01219,2021-07-04,CUST74829,Sunita Bose,32,m,Central,Indore,Clothing,Dress,9,3582.63,0.15,27407.12,14700.02,55.73,Credit Card,4.0,False,Delivered,6,2021,7,2021-07,2021Q3,Sunday,26-35,53.64
ORD-03413,2024-01-18,CUST01012,Rahul Sharma,29,Male,North,Delhi,Furniture,Chair,4,30995.42,0.28,89266.81,18542.88,39.88,Net Banking,5.0,False,Delivered,7,2024,1,2024-01,2024Q1,Thursday,26-35,20.77
ORD-03002,2023-07-24,CUST83812,Karan Chatterjee,40,Other,Central,Indore,Beauty,Hair Oil,3,2358.28,0.21,5589.12,4056.62,66.18,Credit Card,4.0,False,Delivered,10,2023,7,2023-07,2023Q3,Monday,36-50,72.58
ORD-03159,2023-09-30,CUST24304,Kavya Joshi,50,Male,North,Ludhiana,Clothing,Jacket,9,1332.1,0.24,9111.56,3205.48,79.0,Credit Card,2.0,False,Delivered,3,2023,9,2023-09,2023Q3,Saturday,36-50,35.18
ORD-03450,2024-02-05,CUST80072,Ritu Kapoor,37,Other,West,Pune,Clothing,Jacket,9,1826.63,0.07,15288.89,6487.83,57.55,EMI,5.0,False,Delivered,9,2024,2,2024-02,2024Q1,Monday,36-50,42.43
ORD-02992,2023-07-20,CUST09576,Aditya Gupta,49,Male,West,Surat,Sports,Yoga Mat,10,14494.42,0.17,120303.69,37373.97,63.48,UPI,2.0,False,Delivered,9,2023,7,2023-07,2023Q3,Thursday,36-50,31.07
ORD-01737,2022-02-10,CUST67585,Vikram Verma,15,Female,Central,Indore,Books,Self-Help Book,9,1403.46,0.3,8841.8,4061.53,49.87,Debit Card,3.0,True,Returned,6,2022,2,2022-02,2022Q1,Thursday,18-25,45.94
ORD-01298,2021-08-09,CUST05275,Deepa Bose,36,Male,South,Bangalore,Furniture,Chair,1,13928.4,0.02,13649.83,4982.19,84.29,Debit Card,1.0,True,Returned,2,2021,8,2021-08,2021Q3,Monday,36-50,36.5
ORD-00747,2020-12-06,CUST87215,Vikram Reddy,39,Other,South,Chennai,Furniture,Bookshelf,7,16844.34,0.21,93149.2,17615.41,77.12,EMI,4.0,False,Delivered,7,2020,12,2020-12,2020Q4,Sunday,36-50,18.91
ORD-01120,2021-05-19,CUST83419,Priya Das,44,Male,North,Ludhiana,Electronics,Laptop,7,76173.79,0.04,511887.87,99827.84,53.23,Debit Card,3.0,False,Shipped,4,2021,5,2021-05,2021Q2,Wednesday,36-50,19.5
ORD-02912,2023-06-11,CUST85957,Arjun Rao,46,Other,West,Mumbai,Electronics,Tablet,8,74304.54,0.08,546881.41,73848.3,54.14,EMI,2.0,False,Delivered,9,2023,6,2023-06,2023Q2,Sunday,36-50,13.5
ORD-01957,2022-05-15,CUST64737,Rahul Kapoor,57,Other,North,Amritsar,Electronics,Headphones,5,40573.07,0.31,139977.09,20245.06,51.87,UPI,5.0,False,Delivered,5,2022,5,2022-05,2022Q2,Sunday,51-65,14.46
ORD-01288,2021-08-03,CUST52141,Ritu Kumar,29,Female,South,Chennai,Electronics,Smartwatch,9,65957.44,0.32,403659.53,88344.08,59.57,Cash on Delivery,5.0,False,Delivered,6,2021,8,2021-08,2021Q3,Tuesday,26-35,21.89
ORD-02581,2023-01-27,CUST31891,Nikhil Kumar,55,Female,West,Mumbai,Books,Comic Book,10,262.24,0.25,1966.8,706.13,81.67,EMI,3.0,False,Delivered,5,2023,1,2023-01,2023Q1,Friday,51-65,35.9
ORD-00773,2020-12-15,CUST43341,Vikram Singh,46,Other,West,Ahmedabad,Books,Cook Book,6,444.05,0.38,1651.87,392.88,100.75,EMI,4.0,False,Delivered,10,2020,12,2020-12,2020Q4,Tuesday,36-50,23.78
ORD-00682,2020-11-06,CUST98255,Shreya Gupta,54,Female,West,Pune,Books,Comic Book,9,1493.02,0.15,11421.6,3127.78,40.52,Debit Card,3.0,False,Delivered,4,2020,11,2020-11,2020Q4,Friday,51-65,27.38
ORD-00092,2020-02-05,CUST33858,Sunita Bose,37,Male,West,Surat,Sports,Yoga Mat,10,8101.49,0.21,64001.77,7573.04,83.71,Net Banking,2.0,True,Returned,7,2020,2,2020-02,2020Q1,Wednesday,36-50,11.83
ORD-02172,2022-08-10,CUST49313,Rohan Verma,38,Other,South,Kochi,Sports,Cricket Bat,4,2688.74,0.36,6883.17,1551.65,54.97,UPI,2.0,False,Cancelled,1,2022,8,2022-08,2022Q3,Wednesday,36-50,22.54
ORD-00897,2021-02-07,CUST66586,Ritu Mehta,39,male,North,Amritsar,Furniture,Bookshelf,7,15174.89,0.06,99850.78,24165.11,39.53,EMI,2.0,False,Delivered,1,2021,2,2021-02,2021Q1,Sunday,36-50,24.2
ORD-03312,2023-12-03,CUST71934,Arjun Gupta,28,Male,West,Ahmedabad,Electronics,Tablet,4,61847.14,0.28,178119.76,21536.45,70.33,Debit Card,4.0,True,Returned,5,2023,12,2023-12,2023Q4,Sunday,26-35,12.09
ORD-00874,2021-02-01,CUST90693,Ritu Bose,28,Male,West,Surat,Clothing,Kurta,7,705.54,0.02,4840.0,1347.79,69.43,Cash on Delivery,3.0,False,Delivered,6,2021,2,2021-02,2021Q1,Monday,26-35,27.85
ORD-01844,2022-03-26,CUST38409,Kavya Verma,46,Other,West,Surat,Clothing,Saree,6,2129.97,0.33,8562.48,4603.57,41.82,Net Banking,2.0,False,Delivered,1,2022,3,2022-03,2022Q1,Saturday,36-50,53.76
ORD-01608,2021-12-19,CUST49887,Sunita Bose,41,Other,West,Pune,Books,Self-Help Book,1,1086.72,0.16,912.84,191.01,81.14,Cash on Delivery,2.0,False,Delivered,7,2021,12,2021-12,2021Q4,Sunday,36-50,20.92
ORD-01258,2021-07-22,CUST67262,Rahul Mishra,48,Other,East,Guwahati,Books,Self-Help Book,9,267.73,0.18,1975.85,797.79,100.33,Debit Card,5.0,False,Pending,6,2021,7,2021-07,2021Q3,Thursday,36-50,40.38
ORD-00585,2020-09-18,CUST92797,Kavya Pillai,33,Other,South,Bangalore,Electronics,Camera,6,51958.82,0.09,283695.16,46515.89,67.94,UPI,5.0,False,Pending,3,2020,9,2020-09,2020Q3,Friday,26-35,16.4
ORD-04091,2024-11-09,CUST86939,Deepa Bose,35,Male,East,Kolkata,Electronics,Headphones,4,35242.41,0.19,114185.41,11262.26,105.94,Cash on Delivery,2.0,False,Delivered,9,2024,11,2024-11,2024Q4,Saturday,26-35,9.86
ORD-03075,2023-08-20,CUST66159,Shreya Shah,17,Female,East,Kolkata,Furniture,Bookshelf,8,11661.87,0.24,70904.17,28202.79,88.67,Net Banking,5.0,False,Delivered,3,2023,8,2023-08,2023Q3,Sunday,18-25,39.78
ORD-02293,2022-09-21,CUST83140,Kavya Iyer,19,Male,Central,Raipur,Furniture,Wardrobe,9,11670.17,0.29,74572.39,25127.73,70.57,Credit Card,2.0,False,Pending,5,2022,9,2022-09,2022Q3,Wednesday,18-25,33.7
ORD-03389,2024-01-05,CUST12949,Ananya Bhat,34,Other,Central,Nagpur,Clothing,Jeans,3,2014.35,0.34,3988.41,1521.68,55.01,UPI,2.0,False,Delivered,2,2024,1,2024-01,2024Q1,Friday,26-35,38.15
ORD-04106,2024-11-18,CUST44096,Karan Mehta,24,Male,West,Ahmedabad,Clothing,Saree,6,3683.81,0.14,19008.46,6945.87,62.15,Credit Card,3.0,False,Delivered,7,2024,11,2024-11,2024Q4,Monday,18-25,36.54
ORD-02488,2022-12-16,CUST92446,Arjun Pillai,38,Female,Central,Nagpur,Clothing,Saree,7,3070.57,0.11,19129.65,5224.39,34.38,Credit Card,1.0,False,Delivered,2,2022,12,2022-12,2022Q4,Friday,36-50,27.31
ORD-02468,2022-12-06,CUST62783,Priya Mishra,35,Male,South,Bangalore,Clothing,T-Shirt,10,1323.89,0.17,10988.29,2864.34,73.19,Credit Card,3.0,False,Delivered,6,2022,12,2022-12,2022Q4,Tuesday,26-35,26.07
ORD-03558,2024-03-26,CUST69842,Ritu Bose,28,F,West,Mumbai,Electronics,Smartphone,5,17236.67,0.25,64637.51,1792.51,70.71,Net Banking,3.0,False,Delivered,2,2024,3,2024-03,2024Q1,Tuesday,26-35,2.77
ORD-03872,2024-08-06,CUST05197,Deepa Rao,31,Other,East,Kolkata,Electronics,Smartwatch,1,32097.99,0.19,25999.37,5312.93,86.5,Net Banking,5.0,False,Delivered,10,2024,8,2024-08,2024Q3,Tuesday,26-35,20.43
ORD-04053,2024-10-24,CUST88893,Sunita Reddy,16,Male,Central,Indore,Groceries,Rice (5kg),5,127.17,0.13,553.19,51.77,79.36,Debit Card,5.0,False,Cancelled,8,2024,10,2024-10,2024Q4,Thursday,18-25,9.36
ORD-01927,2022-05-02,CUST95099,Nisha Verma,23,Other,West,Pune,Clothing,Kurta,9,2847.87,0.1,23067.75,12191.27,82.56,Debit Card,2.0,False,Cancelled,1,2022,5,2022-05,2022Q2,Monday,18-25,52.85
ORD-03251,2023-11-05,CUST86211,Arjun Kumar,26,Male,West,Pune,Clothing,Dress,5,3838.12,0.33,12857.7,4808.14,32.22,UPI,3.0,False,Delivered,1,2023,11,2023-11,2023Q4,Sunday,26-35,37.4
ORD-01913,2022-04-25,CUST36526,Ananya Kapoor,35,Other,Central,Nagpur,Sports,Tennis Racket,9,1049.52,0.1,8501.11,2621.33,73.93,EMI,2.0,False,Delivered,5,2022,4,2022-04,2022Q2,Monday,26-35,30.84
ORD-00430,2020-07-08,CUST04699,Nikhil Pillai,23,Male,South,Chennai,Electronics,Laptop,9,57811.07,0.11,463066.67,69255.11,81.93,Credit Card,1.0,False,Delivered,6,2020,7,2020-07,2020Q3,Wednesday,18-25,14.96
ORD-03805,2024-07-12,CUST88017,Aditya Shah,28,Female,East,Guwahati,Clothing,T-Shirt,9,2080.99,0.16,15732.28,8715.61,71.25,Net Banking,4.0,False,Delivered,10,2024,7,2024-07,2024Q3,Friday,26-35,55.4
ORD-03311,2023-12-02,CUST69847,Nikhil Rao,53,Female,East,Guwahati,Furniture,Bookshelf,7,17240.23,0.18,98958.92,29154.44,70.02,UPI,2.0,False,Delivered,10,2023,12,2023-12,2023Q4,Saturday,51-65,29.46
ORD-04002,2024-09-23,CUST44623,Sunita Shah,31,Female,South,Kochi,Books,Fiction Novel,5,893.6,0.03,4333.96,1918.52,70.92,Debit Card,1.0,False,Delivered,2,2024,9,2024-09,2024Q3,Monday,26-35,44.27
ORD-01009,2021-04-01,CUST88411,Vikram Nair,24,Female,East,Bhubaneswar,Groceries,Dal (1kg),5,417.1,0.07,1939.52,234.32,91.09,Cash on Delivery,5.0,False,Delivered,6,2021,4,2021-04,2021Q2,Thursday,18-25,12.08
ORD-01669,2022-01-15,CUST66582,Deepa Singh,35,Female,South,Hyderabad,Electronics,Tablet,9,32073.99,0.13,251139.34,25075.11,53.93,Debit Card,1.0,False,Delivered,1,2022,1,2022-01,2022Q1,Saturday,26-35,9.98
ORD-03539,2024-03-17,CUST80870,Vikram Bhat,39,MALE,East,Kolkata,Furniture,Desk,1,13132.98,0.37,8273.78,2437.06,64.72,Cash on Delivery,3.0,False,Delivered,9,2024,3,2024-03,2024Q1,Sunday,36-50,29.46
ORD-03910,2024-08-16,CUST13303,Arjun Bhat,17,Other,South,Bangalore,Beauty,Lipstick,2,339.31,0.14,583.61,266.52,77.85,Credit Card,3.0,False,Delivered,2,2024,8,2024-08,2024Q3,Friday,18-25,45.67
ORD-02860,2023-05-29,CUST89287,Amit Verma,43,Other,South,Hyderabad,Groceries,Tea,4,176.79,0.34,466.73,71.67,64.69,UPI,2.0,False,Delivered,4,2023,5,2023-05,2023Q2,Monday,36-50,15.36
ORD-00441,2020-07-12,CUST63862,Sunita Kapoor,26,Other,East,Patna,Sports,Cricket Bat,2,1653.6,0.04,3174.91,970.42,65.98,UPI,2.0,False,Cancelled,9,2020,7,2020-07,2020Q3,Sunday,26-35,30.57
ORD-01942,2022-05-08,CUST68557,Sunita Patel,43,Male,North,Amritsar,Books,Cook Book,6,1175.95,0.21,5574.0,2412.95,48.24,UPI,1.0,False,Delivered,8,2022,5,2022-05,2022Q2,Sunday,36-50,43.29
ORD-03242,2023-11-01,CUST97241,Vikram Iyer,23,Female,North,Ludhiana,Electronics,Camera,2,5533.58,0.28,7968.36,1116.53,64.26,UPI,3.0,False,Delivered,5,2023,11,2023-11,2023Q4,Wednesday,18-25,14.01
ORD-03830,2024-07-23,CUST01634,Sunita Kumar,35,M,West,Mumbai,Books,Textbook,4,1110.24,0.37,2797.8,2178.27,50.74,Debit Card,3.0,False,Shipped,4,2024,7,2024-07,2024Q3,Tuesday,26-35,77.86
ORD-03782,2024-07-03,CUST04568,Rohan Joshi,43,Other,West,Surat,Beauty,Shampoo,4,1596.7,0.35,4151.42,2976.56,47.58,Cash on Delivery,2.0,False,Delivered,8,2024,7,2024-07,2024Q3,Wednesday,36-50,71.7
ORD-03175,2023-10-05,CUST40113,Arjun Das,39,Other,South,Hyderabad,Electronics,Camera,5,11373.83,0.07,52888.31,8643.41,51.2,UPI,2.0,False,Pending,7,2023,10,2023-10,2023Q4,Thursday,36-50,16.34
ORD-00202,2020-03-30,CUST45698,Aarav Singh,35,Other,East,Guwahati,Electronics,Camera,1,61584.97,0.16,51731.37,4451.98,62.25,Net Banking,3.0,True,Returned,6,2020,3,2020-03,2020Q1,Monday,26-35,8.61
ORD-00112,2020-02-11,CUST64249,Kavya Kumar,31,Female,South,Hyderabad,Books,Comic Book,4,514.81,0.29,1462.06,506.71,90.95,Net Banking,3.0,True,Returned,8,2020,2,2020-02,2020Q1,Tuesday,26-35,34.66
ORD-02325,2022-10-06,CUST90684,Nisha Kumar,33,Other,East,Guwahati,Furniture,Wardrobe,5,3653.99,0.28,13154.36,857.67,97.14,Cash on Delivery,4.0,False,Delivered,8,2022,10,2022-10,2022Q4,Thursday,26-35,6.52
ORD-03914,2024-08-19,CUST37605,Priya Gupta,41,Female,East,Bhubaneswar,Books,Self-Help Book,9,252.57,0.22,1773.04,1540.74,68.92,Net Banking,5.0,False,Delivered,4,2024,8,2024-08,2024Q3,Monday,36-50,86.9
ORD-02035,2022-06-16,CUST24912,Vikram Chatterjee,20,F,South,Kochi,Groceries,Flour,3,328.35,0.36,630.43,66.63,38.42,Credit Card,1.0,True,Returned,3,2022,6,2022-06,2022Q2,Thursday,18-25,10.57
ORD-01623,2021-12-26,CUST05179,Priya Mehta,31,Female,North,Amritsar,Sports,Yoga Mat,3,11948.26,0.37,22582.21,3332.82,46.24,EMI,1.0,True,Returned,9,2021,12,2021-12,2021Q4,Sunday,26-35,14.76
ORD-01251,2021-07-17,CUST66419,Meera Shah,54,Female,North,Chandigarh,Books,Fiction Novel,3,454.35,0.08,1254.01,662.33,36.88,Net Banking,5.0,False,Delivered,1,2021,7,2021-07,2021Q3,Saturday,51-65,52.82
ORD-01522,2021-11-16,CUST98765,Priya Verma,25,Male,South,Chennai,Beauty,Shampoo,9,1726.96,0.23,11967.83,3795.6,92.14,EMI,3.0,False,Delivered,5,2021,11,2021-11,2021Q4,Tuesday,18-25,31.72
ORD-00089,2020-02-04,CUST25767,Nisha Sharma,28,Female,Central,Nagpur,Books,Self-Help Book,8,466.79,0.13,3248.86,1118.74,75.51,Net Banking,1.0,True,Returned,10,2020,2,2020-02,2020Q1,Tuesday,26-35,34.43
ORD-00531,2020-08-22,CUST56061,Aarav Iyer,33,Female,Central,Raipur,Furniture,Bookshelf,1,11106.33,0.21,8774.0,3146.8,21.75,EMI,3.0,False,Delivered,4,2020,8,2020-08,2020Q3,Saturday,26-35,35.87
ORD-01371,2021-09-10,CUST72149,Aarav Patel,47,Other,South,Chennai,Beauty,Perfume,6,1969.17,0.13,10279.07,3753.53,62.19,Net Banking,4.0,False,Delivered,7,2021,9,2021-09,2021Q3,Friday,36-50,36.52
ORD-01934,2022-05-04,CUST13888,Nikhil Verma,35,Female,East,Bhubaneswar,Clothing,Dress,1,487.63,0.12,429.11,264.52,80.56,Net Banking,3.0,False,Shipped,6,2022,5,2022-05,2022Q2,Wednesday,26-35,61.64
ORD-03061,2023-08-17,CUST33333,Meera Nair,43,Other,West,Surat,Sports,Tennis Racket,1,8555.4,0.13,7443.2,2139.78,51.56,Net Banking,4.0,False,Delivered,5,2023,8,2023-08,2023Q3,Thursday,36-50,28.75
ORD-01179,2021-06-13,CUST89762,Rahul Verma,35,Other,Central,Indore,Electronics,Tablet,2,69650.18,0.37,87759.23,16231.29,72.14,UPI,4.0,False,Shipped,1,2021,6,2021-06,2021Q2,Sunday,26-35,18.5
ORD-03799,2024-07-10,CUST47925,Shreya Bose,32,Other,South,Chennai,Electronics,Laptop,6,33794.81,0.2,162215.09,47680.83,53.59,Credit Card,5.0,False,Delivered,6,2024,7,2024-07,2024Q3,Wednesday,26-35,29.39
ORD-00794,2020-12-28,CUST66490,Arjun Singh,41,Other,South,Hyderabad,Sports,Cricket Bat,3,7407.34,0.1,19999.82,2114.9,49.05,Debit Card,5.0,False,Delivered,7,2020,12,2020-12,2020Q4,Monday,36-50,10.57
ORD-01291,2021-08-05,CUST96686,Priya Patel,32,Other,North,Ludhiana,Beauty,Face Cream,8,460.54,0.18,3021.14,2168.77,52.4,Credit Card,2.0,False,Delivered,2,2021,8,2021-08,2021Q3,Thursday,26-35,71.79
ORD-02252,2022-09-08,CUST72140,Ritu Nair,60,Male,East,Guwahati,Groceries,Rice (5kg),6,415.02,0.39,1518.97,138.97,100.53,Credit Card,1.0,False,Cancelled,3,2022,9,2022-09,2022Q3,Thursday,51-65,9.15
ORD-02881,2023-06-03,CUST20568,Sunita Pillai,30,Female,West,Pune,Clothing,Jeans,9,378.42,0.0,3405.78,1570.94,43.44,Cash on Delivery,4.0,False,Delivered,8,2023,6,2023-06,2023Q2,Saturday,26-35,46.13
ORD-01232,2021-07-10,CUST30852,Pooja Mishra,50,Male,North,Chandigarh,Electronics,Camera,10,73418.09,0.12,646079.19,100234.13,47.78,UPI,3.0,False,Delivered,1,2021,7,2021-07,2021Q3,Saturday,36-50,15.51
ORD-02822,2023-05-11,CUST92489,Vikram Kumar,29,FEMALE,North,Ludhiana,Sports,Cricket Bat,4,3625.13,0.28,10440.37,4907.54,52.29,Credit Card,1.0,False,Delivered,8,2023,5,2023-05,2023Q2,Thursday,26-35,47.01
ORD-03751,2024-06-21,CUST80011,Rahul Chatterjee,35,Male,Central,Raipur,Electronics,Smartphone,8,67283.39,0.11,479057.74,136279.91,61.27,Credit Card,4.0,False,Delivered,4,2024,6,2024-06,2024Q2,Friday,26-35,28.45
ORD-01046,2021-04-19,CUST00053,Priya Iyer,26,Male,South,Bangalore,Books,Fiction Novel,7,845.12,0.31,4081.93,2834.57,62.59,EMI,4.0,False,Shipped,6,2021,4,2021-04,2021Q2,Monday,26-35,69.44
ORD-01873,2022-04-06,CUST87809,Kavya Das,32,Male,North,Chandigarh,Sports,Cricket Bat,3,12278.87,0.07,34258.05,7600.27,55.32,Debit Card,5.0,False,Delivered,2,2022,4,2022-04,2022Q2,Wednesday,26-35,22.19
ORD-01680,2022-01-19,CUST80666,Priya Shah,21,Female,East,Bhubaneswar,Furniture,Wardrobe,6,21414.6,0.08,118208.59,14653.33,77.51,Cash on Delivery,4.0,False,Delivered,8,2022,1,2022-01,2022Q1,Wednesday,18-25,12.4
ORD-02521,2022-12-31,CUST93392,Deepa Bhat,26,Male,West,Mumbai,Groceries,Dal (1kg),9,337.76,0.24,2310.28,132.99,68.46,UPI,3.0,True,Returned,5,2022,12,2022-12,2022Q4,Saturday,26-35,5.76
ORD-02924,2023-06-19,CUST46273,Sanjay Gupta,19,Male,North,Ludhiana,Electronics,Smartphone,2,20357.2,0.01,40307.26,6315.84,37.02,Credit Card,4.0,False,Cancelled,5,2023,6,2023-06,2023Q2,Monday,18-25,15.67
ORD-01692,2022-01-24,CUST69225,Sanjay Bhat,18,Female,West,Pune,Beauty,Face Cream,7,2018.15,0.11,12573.07,5708.86,69.44,Net Banking,2.0,False,pending,1,2022,1,2022-01,2022Q1,Monday,18-25,45.41
ORD-01325,2021-08-17,CUST05247,Sunita Singh,27,Other,East,Guwahati,Furniture,Wardrobe,7,7638.75,0.3,37429.88,10853.15,79.0,Credit Card,5.0,False,Cancelled,8,2021,8,2021-08,2021Q3,Tuesday,26-35,29.0
ORD-01455,2021-10-21,CUST02169,Amit Mehta,25,Male,West,Surat,Books,Fiction Novel,1,1487.02,0.37,936.82,327.36,67.16,EMI,3.0,False,Delivered,8,2021,10,2021-10,2021Q4,Thursday,18-25,34.94
ORD-02237,2022-09-02,CUST79034,Deepa Gupta,28,FEMALE,East,Kolkata,Furniture,Chair,10,20258.77,0.26,149914.9,44354.41,81.28,UPI,3.0,False,Delivered,6,2022,9,2022-09,2022Q3,Friday,26-35,29.59
ORD-01030,2021-04-11,CUST27078,Kavya Singh,23,Female,South,Chennai,Furniture,Chair,7,15442.1,0.15,91880.5,49080.86,60.99,UPI,2.0,True,Returned,1,2021,4,2021-04,2021Q2,Sunday,18-25,53.42
ORD-04196,2024-12-28,CUST70995,Rahul Gupta,40,Male,North,Ludhiana,Electronics,Headphones,5,8516.83,0.34,28105.54,3420.94,56.78,UPI,4.0,False,Delivered,4,2024,12,2024-12,2024Q4,Saturday,36-50,12.17
ORD-02574,2023-01-26,CUST72214,Nisha Nair,41,f,East,Kolkata,Groceries,Rice (5kg),5,462.27,0.29,1641.06,27.61,74.43,EMI,4.0,False,Delivered,6,2023,1,2023-01,2023Q1,Thursday,36-50,1.68
ORD-03121,2023-09-09,CUST63009,Aarav Kapoor,26,FEMALE,East,Guwahati,Clothing,Jeans,3,2461.49,0.17,6129.11,2178.64,112.99,UPI,1.0,False,Delivered,3,2023,9,2023-09,2023Q3,Saturday,26-35,35.55
ORD-00581,2020-09-17,CUST52841,Priya Rao,35,Female,Central,Bhopal,Clothing,Jeans,8,3110.11,0.05,23636.84,7429.85,59.8,EMI,5.0,False,Delivered,1,2020,9,2020-09,2020Q3,Thursday,26-35,31.43
ORD-02207,2022-08-20,CUST52808,Nisha Kapoor,32,Female,East,Bhubaneswar,Books,Comic Book,8,748.13,0.13,5206.98,2050.35,76.68,Debit Card,2.0,False,Delivered,3,2022,8,2022-08,2022Q3,Saturday,26-35,39.38
ORD-03594,2024-04-11,CUST78597,Sanjay Kumar,35,Other,South,Kochi,Electronics,Headphones,6,70873.0,0.37,267899.94,42189.66,83.88,UPI,3.0,False,Delivered,4,2024,4,2024-04,2024Q2,Thursday,26-35,15.75
ORD-00120,2020-02-16,CUST90788,Karan Singh,47,Other,North,Ludhiana,Sports,Cricket Bat,4,2203.36,0.17,7315.16,1176.36,73.93,Credit Card,1.0,False,Cancelled,1,2020,2,2020-02,2020Q1,Sunday,36-50,16.08
ORD-01633,2021-12-29,CUST05863,Meera Das,16,Male,South,Hyderabad,Sports,Football,2,13090.85,0.33,17541.74,2166.22,87.29,UPI,2.0,False,Delivered,5,2021,12,2021-12,2021Q4,Wednesday,18-25,12.35
ORD-01647,2022-01-04,CUST89140,Aditya Pillai,20,Male,West,Surat,Sports,Dumbbells,5,2889.82,0.01,14304.61,2820.46,70.26,Credit Card,5.0,False,Delivered,9,2022,1,2022-01,2022Q1,Tuesday,18-25,19.72
ORD-02033,2022-06-15,CUST51814,Ritu Kumar,38,Other,East,Guwahati,Sports,Tennis Racket,9,12169.11,0.1,98569.79,29276.65,63.19,Net Banking,5.0,False,Pending,8,2022,6,2022-06,2022Q2,Wednesday,36-50,29.7
ORD-02302,2022-09-25,CUST57376,Aarav Singh,30,Male,Central,Nagpur,Clothing,Dress,2,1047.08,0.14,1800.98,854.12,49.15,Net Banking,5.0,False,Delivered,6,2022,9,2022-09,2022Q3,Sunday,26-35,47.43
ORD-04136,2024-12-03,CUST52875,Shreya Mishra,24,Female,Central,Bhopal,Books,Self-Help Book,2,585.2,0.28,842.69,375.39,29.42,Debit Card,1.0,False,Cancelled,2,2024,12,2024-12,2024Q4,Tuesday,18-25,44.55
ORD-01685,2022-01-21,CUST87567,Rahul Shah,41,Other,South,Kochi,Beauty,Hair Oil,5,1126.89,0.3,3944.12,953.02,77.15,EMI,4.0,False,Delivered,3,2022,1,2022-01,2022Q1,Friday,36-50,24.16
ORD-00808,2021-01-05,CUST38701,Meera Sharma,45,female,East,Kolkata,Sports,Tennis Racket,4,5092.41,0.23,15684.62,3463.99,74.84,Debit Card,4.0,False,Shipped,9,2021,1,2021-01,2021Q1,Tuesday,36-50,22.09
ORD-02227,2022-08-29,CUST03537,Priya Singh,27,Other,East,Bhubaneswar,Sports,Cricket Bat,1,5779.22,0.31,3987.66,997.26,61.33,Debit Card,4.0,True,Returned,5,2022,8,2022-08,2022Q3,Monday,26-35,25.01
ORD-02880,2023-06-03,CUST70204,Shreya Singh,55,Other,Central,Raipur,Clothing,Jeans,1,2361.96,0.23,1818.71,1189.62,62.61,Cash on Delivery,4.0,False,Delivered,8,2023,6,2023-06,2023Q2,Saturday,51-65,65.41
ORD-01460,2021-10-22,CUST92264,Nikhil Chatterjee,38,FEMALE,Central,Bhopal,Books,Self-Help Book,4,875.51,0.3,2451.43,482.57,74.29,Credit Card,3.0,False,Delivered,3,2021,10,2021-10,2021Q4,Friday,36-50,19.69
ORD-03265,2023-11-10,CUST91791,Ananya Kapoor,51,Other,North,Chandigarh,Books,Textbook,5,731.88,0.0,3659.4,1291.32,48.81,Net Banking,1.0,True,Returned,10,2023,11,2023-11,2023Q4,Friday,51-65,35.29
ORD-01981,2022-05-25,CUST59895,Sanjay Rao,34,Male,East,Bhubaneswar,Electronics,Smartwatch,10,74467.03,0.06,699990.08,81264.87,92.07,EMI,4.0,False,Delivered,10,2022,5,2022-05,2022Q2,Wednesday,26-35,11.61
ORD-01376,2021-09-14,CUST33017,Aarav Pillai,56,Female,East,Bhubaneswar,Clothing,Saree,1,2237.32,0.36,1431.88,627.59,70.34,Net Banking,4.0,False,Cancelled,6,2021,9,2021-09,2021Q3,Tuesday,51-65,43.83
ORD-01105,2021-05-14,CUST80204,Vikram Patel,19,Female,East,Patna,Furniture,Desk,4,25489.41,0.13,88703.15,32943.27,73.78,UPI,3.0,True,Returned,3,2021,5,2021-05,2021Q2,Friday,18-25,37.14
ORD-00113,2020-02-11,CUST93734,Meera Das,49,Other,North,Chandigarh,Groceries,Dal (1kg),7,315.99,0.13,1924.38,123.62,76.22,Credit Card,1.0,False,Delivered,4,2020,2,2020-02,2020Q1,Tuesday,36-50,6.42
ORD-03368,2023-12-29,CUST21747,Kavya Shah,19,Female,South,Kochi,Books,Cook Book,8,221.14,0.38,1096.85,527.82,92.0,Net Banking,4.0,False,delivered,8,2023,12,2023-12,2023Q4,Friday,18-25,48.12
ORD-01783,2022-03-02,CUST27111,Rohan Gupta,37,F,West,Ahmedabad,Groceries,Flour,5,86.9,0.34,286.77,31.6,52.67,Net Banking,4.0,False,Delivered,2,2022,3,2022-03,2022Q1,Wednesday,36-50,11.02
